game,turn,on_turn_player,nested_pick,flat_pick,flat_wpct,flat_wpct_for_nested_pick,cgp
13,4,0,C6 FU(S)C,C3 CURVE(S),0.895212,0.890681,15/15/15/15/15/5Z9/5AXE7/2SPARING6/5I9/15/15/15/15/15/15 CEFRUV?/DEFGIR? 113/33 1
13,5,1,B1 FIREDoG,6H FRIGgED,0.331710,0.324590,15/15/15/15/15/2F2Z9/2U2AXE7/2SPARING6/2C2I9/15/15/15/15/15/15 DEFGIR?/EHJMRV? 33/126 0
13,6,0,4A V(E)HM,4A V(E)HM,0.749041,0.749041,1F13/1I13/1R13/1E13/1D13/1oF2Z9/1GU2AXE7/2SPARING6/2C2I9/15/15/15/15/15/15 EHJMRV?/BGILNOS 126/112 0
13,7,1,6H GOBLINS,6H GOBLINS,0.518284,0.518284,1F13/1I13/1R13/VEHM11/1D13/1oF2Z9/1GU2AXE7/2SPARING6/2C2I9/15/15/15/15/15/15 BGILNOS/AEIJOR? 112/158 0
13,8,0,N2 JARO(S)ItE,N2 JARO(S)ItE,0.638987,0.638987,1F13/1I13/1R13/VEHM11/1D13/1oF2Z1GOBLINS1/1GU2AXE7/2SPARING6/2C2I9/15/15/15/15/15/15 AEIJOR?/ADELNNR 158/184 0
13,9,1,L6 (I)NLANDER,L6 (I)NLANDER,0.466784,0.466784,1F13/1I11J1/1R11A1/VEHM9R1/1D11O1/1oF2Z1GOBLINS1/1GU2AXE5I1/2SPARING4t1/2C2I7E1/15/15/15/15/15/15 ADELNNR/IOOQRST 184/236 0
13,10,0,10J QI(N),10J QI(N),0.558729,0.558729,1F13/1I11J1/1R11A1/VEHM9R1/1D11O1/1oF2Z1GOBLINS1/1GU2AXE3N1I1/2SPARING2L1t1/2C2I5A1E1/11N3/11D3/11E3/11R3/15/15 IOOQRST/ABIILNT 236/254 0
13,11,1,11I TIN(D),11I BIN(D),0.478762,0.455638,1F13/1I11J1/1R11A1/VEHM9R1/1D11O1/1oF2Z1GOBLINS1/1GU2AXE3N1I1/2SPARING2L1t1/2C2I5A1E1/9QIN3/11D3/11E3/11R3/15/15 ABIILNT/NOOORST 254/268 0
14,0,0,8C AMAUTIk,8C AMAUTIs,0.696900,0.692830,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 AAIMTU?/AIINOXZ 0/0 0
14,1,1,7C ZOA,7C ZOA,0.348591,0.348591,15/15/15/15/15/15/15/2AMAUTIk6/15/15/15/15/15/15/15 AIINOXZ/CEEGHNR 0/72 0
14,2,0,H3 CHEER(I)NG,H3 CHEER(I)NG,0.772520,0.772520,15/15/15/15/15/15/2ZOA10/2AMAUTIk6/15/15/15/15/15/15/15 CEEGHNR/EIINPSX 72/49 0
14,3,1,9A PIX,9A PIX,0.332803,0.332803,15/15/7C7/7H7/7E7/7E7/2ZOA2R7/2AMAUTIk6/7N7/7G7/15/15/15/15/15 EIINPSX/BGIORVY 49/140 0
14,4,0,D4 BRO(OM)Y,D4 BRO(OM)Y,0.706999,0.706999,15/15/7C7/7H7/7E7/7E7/2ZOA2R7/2AMAUTIk6/PIX4N7/7G7/15/15/15/15/15 BGIORVY/EFIIMNS 140/96 0
14,5,1,5G F(E)MINIES,5G F(E)MINIES,0.336970,0.336970,15/15/7C7/3B3H7/3R3E7/3O3E7/2ZOA2R7/2AMAUTIk6/PIXY3N7/7G7/15/15/15/15/15 EFIIMNS/EGILRRV 96/182 0
14,6,0,L1 VERL(I)G,L1 VERL(I)G,0.572161,0.572161,15/15/7C7/3B3H7/3R2FEMINIES1/3O3E7/2ZOA2R7/2AMAUTIk6/PIXY3N7/7G7/15/15/15/15/15 EGILRRV/BDEGJNO 182/172 0
14,7,1,H1 EN(CHEERING),J2 JOB(I)NG,0.367125,0.327292,11V3/11E3/7C3R3/3B3H3L3/3R2FEMINIES1/3O3E3G3/2ZOA2R7/2AMAUTIk6/PIXY3N7/7G7/15/15/15/15/15 BDEGJNO/AAIILRV 172/210 0
14,8,0,A9 (P)AIRIAL,1L (V)IVA,0.502574,0.443636,7E3V3/7N3E3/7C3R3/3B3H3L3/3R2FEMINIES1/3O3E3G3/2ZOA2R7/2AMAUTIk6/PIXY3N7/7G7/15/15/15/15/15 AAIILRV/BDGJLNO 210/220 0
14,9,1,J2 JOB(I)NG,J2 JOB(I)NG,0.448232,0.448232,7E3V3/7N3E3/7C3R3/3B3H3L3/3R2FEMINIES1/3O3E3G3/2ZOA2R7/2AMAUTIk6/PIXY3N7/A6G7/I14/R14/I14/A14/L14 BDGJLNO/DHNTVY? 220/240 0
14,10,0,2L (E)NVY,2L (E)NVY,0.584174,0.584174,7E3V3/7N1J1E3/7C1O1R3/3B3H1B1L3/3R2FEMINIES1/3O3E1N1G3/2ZOA2R1G5/2AMAUTIk6/PIXY3N7/A6G7/I14/R14/I14/A14/L14 DHNTVY?/DDELUUW 240/254 0
15,0,0,8D CUIsINE,8D CUIsINE,0.707145,0.707145,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 CEIINU?/DDEHTUV 0/0 0
15,1,1,9H DUD,7H DUH,0.221695,0.201094,15/15/15/15/15/15/15/3CUIsINE5/15/15/15/15/15/15/15 DDEHTUV/ADGGLRR 0/72 0
15,2,0,7F DARG,J2 DRAGGL(ED),0.742485,0.735055,15/15/15/15/15/15/15/3CUIsINE5/7DUD5/15/15/15/15/15/15 ADGGLRR/EEHOTVV 72/15 0
15,3,1,D8 (C)OVET,10J HOVE,0.212650,0.182864,15/15/15/15/15/15/5DARG6/3CUIsINE5/7DUD5/15/15/15/15/15/15 EEHOTVV/AEGLORR 15/96 0
15,4,0,11C R(E)ORG,E11 LOR,0.750499,0.737475,15/15/15/15/15/15/5DARG6/3CUIsINE5/3O3DUD5/3V11/3E11/3T11/15/15/15 AEGLORR/AEHITVW 96/35 0
15,5,1,10J HAW,10J HAW,0.237969,0.237969,15/15/15/15/15/15/5DARG6/3CUIsINE5/3O3DUD5/3V11/2REORG8/3T11/15/15/15 AEHITVW/AEGLNOT 35/108 0
15,6,0,L8 GO(W)LAN,L8 GO(W)LAN,0.697182,0.697182,15/15/15/15/15/15/5DARG6/3CUIsINE5/3O3DUD5/3V5HAW3/2REORG8/3T11/15/15/15 AEGLNOT/EINRTTV 108/67 0
15,7,1,13H VIRE(N)T,13H INVE(N)T,0.207603,0.206103,15/15/15/15/15/15/5DARG6/3CUIsINE1G3/3O3DUD1O3/3V5HAW3/2REORG4L3/3T7A3/11N3/15/15 EINRTTV/BEEMOTT 67/132 0
15,8,0,M9 EMO,M10 MOT(T)E,0.708279,0.706663,15/15/15/15/15/15/5DARG6/3CUIsINE1G3/3O3DUD1O3/3V5HAW3/2REORG4L3/3T7A3/7VIRENT2/15/15 BEEMOTT/AEJLNNT 132/87 0
15,9,1,H13 (V)AN,G3 JNAN(As),0.186856,0.162930,15/15/15/15/15/15/5DARG6/3CUIsINE1G3/3O3DUD1OE2/3V5HAWM2/2REORG4LO2/3T7A3/7VIRENT2/15/15 AEJLNNT/ABEKTTY 87/155 0
15,10,0,F10 B(R)AKY,F10 B(R)AKY,0.792301,0.792301,15/15/15/15/15/15/5DARG6/3CUIsINE1G3/3O3DUD1OE2/3V5HAWM2/2REORG4LO2/3T7A3/7VIRENT2/7A7/7N7 ABEKTTY/EIJLNTY 155/105 0
15,11,1,9C J(O)T,9C J(O)T,0.150169,0.150169,15/15/15/15/15/15/5DARG6/3CUIsINE1G3/3O3DUD1OE2/3V1B3HAWM2/2REORG4LO2/3T1A5A3/5K1VIRENT2/5Y1A7/7N7 EIJLNTY/AEEILTT 105/183 0
15,12,0,15G E(N)TITLE,10B TA(V),0.777731,0.780738,15/15/15/15/15/15/5DARG6/3CUIsINE1G3/2JOT2DUD1OE2/3V1B3HAWM2/2REORG4LO2/3T1A5A3/5K1VIRENT2/5Y1A7/7N7 AEEILTT/CEILNSY 183/125 0
16,0,0,8E MIGG,8G MIGG,0.495688,0.488597,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 GGIMPRT/ALORTUV 0/0 0
16,1,1,F4 OUTR(I)VAL,F4 OUTR(I)VAL,0.612431,0.612431,15/15/15/15/15/15/15/4MIGG7/15/15/15/15/15/15/15 ALORTUV/AEOPRST 0/16 0
16,2,0,11D PO(L)ESTAR,11D PO(L)ESTAR,0.578219,0.578219,15/15/15/5O9/5U9/5T9/5R9/4MIGG7/5V9/5A9/5L9/15/15/15/15 AEOPRST/ABERSY? 16/65 0
16,3,1,10I EYeBARS,L9 RoSEBAY,0.620872,0.594061,15/15/15/5O9/5U9/5T9/5R9/4MIGG7/5V9/5A9/3POLESTAR4/15/15/15/15 ABERSY?/DEINQRT 65/106 0
16,4,0,5E Q(U)IRTED,5E Q(U)IRTED,0.476895,0.476895,15/15/15/5O9/5U9/5T9/5R9/4MIGG7/5V9/5A2EYeBARS/3POLESTAR4/15/15/15/15 DEINQRT/AEEEKNU 106/152 0
16,5,1,H11 (S)KEAN,H11 (S)KENE,0.420210,0.400552,15/15/15/5O9/4QUIRTED4/5T9/5R9/4MIGG7/5V9/5A2EYeBARS/3POLESTAR4/15/15/15/15 AEEEKNU/AELNNOS 152/174 0
16,6,0,D3 ONS,12B LOAN,0.450551,0.418174,15/15/15/5O9/4QUIRTED4/5T9/5R9/4MIGG7/5V9/5A2EYeBARS/3POLESTAR4/7K7/7E7/7A7/7N7 AELNNOS/EEIORUV 174/194 0
16,7,1,N7 OUV(R)IERE,N7 OUV(R)IERE,0.729045,0.729045,15/15/3O11/3N1O9/3SQUIRTED4/5T9/5R9/4MIGG7/5V9/5A2EYeBARS/3POLESTAR4/7K7/7E7/7A7/7N7 EEIORUV/AEILNTY 194/198 0
16,8,0,15F IN(N)ATELY,15F IN(N)ATELY,0.337950,0.337950,15/15/3O11/3N1O9/3SQUIRTED4/5T9/5R7O1/4MIGG5U1/5V7V1/5A2EYeBARS/3POLESTAR2I1/7K5E1/7E5R1/7A5E1/7N7 AEILNTY/BEIIPT? 198/266 0
17,0,0,(exch AAEOU),(exch AAOUYY),0.447809,0.397778,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 AAEOUYY/AAIJLRX 0/0 0
17,1,1,8F RAJ,8G RAJ,0.526837,0.522105,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 AAIJLRX/GHIMRYY 0/0 1
17,2,0,F6 MY(R)RH,F5 MYR(R)HY,0.455856,0.455725,15/15/15/15/15/15/15/5RAJ7/15/15/15/15/15/15/15 GHIMRYY/AILNTX? 0/20 0
17,3,1,10C ANT(H)eLIX,10C ANT(H)eLIX,0.723569,0.723569,15/15/15/15/15/5M9/5Y9/5RAJ7/5R9/5H9/15/15/15/15/15 AILNTX?/EGIINOY 20/27 0
17,4,0,11C GOEY,11E OYE,0.245017,0.243156,15/15/15/15/15/5M9/5Y9/5RAJ7/5R9/2ANTHeLIX5/15/15/15/15/15 EGIINOY/EEFILOU 27/103 0
17,5,1,9C FOU(R),9C FOU(R),0.662381,0.662381,15/15/15/15/15/5M9/5Y9/5RAJ7/5R9/2ANTHeLIX5/2GOEY9/15/15/15/15 EEFILOU/AAIILNN 103/69 0
17,6,0,11H INIA,11H INIA,0.256577,0.256577,15/15/15/15/15/5M9/5Y9/5RAJ7/2FOUR9/2ANTHeLIX5/2GOEY9/15/15/15/15 AAIILNN/ABEEILW 69/131 0
17,7,1,E5 WEB,E5 WEB,0.730904,0.730904,15/15/15/15/15/5M9/5Y9/5RAJ7/2FOUR9/2ANTHeLIX5/2GOEY1INIA4/15/15/15/15 ABEEILW/AEEGLNO 131/90 0
17,8,0,H10 (LI)NGLE,I7 EAL(IN)G,0.208663,0.186826,15/15/15/15/4W10/4EM9/4BY9/5RAJ7/2FOUR9/2ANTHeLIX5/2GOEY1INIA4/15/15/15/15 AEEGLNO/AADEILS 90/158 0
17,9,1,8F (RAJ)A,8F (RAJ)A,0.802387,0.802387,15/15/15/15/4W10/4EM9/4BY9/5RAJ7/2FOUR9/2ANTHeLIX5/2GOEY1INIA4/7N7/7G7/7L7/7E7 AADEILS/AAEOPTW 158/114 0
17,10,0,D4 PAWA,D4 PAWA,0.317334,0.317334,15/15/15/15/4W10/4EM9/4BY9/5RAJA6/2FOUR9/2ANTHeLIX5/2GOEY1INIA4/7N7/7G7/7L7/7E7 AAEOPTW/ADEILOS 114/169 0
17,11,1,13H (G)OLIASED,13H (G)OLIASED,0.789654,0.789654,15/15/15/3P11/3AW10/3WEM9/3ABY9/5RAJA6/2FOUR9/2ANTHeLIX5/2GOEY1INIA4/7N7/7G7/7L7/7E7 ADEILOS/AEKLNOT 169/153 0
17,12,0,O8 TONKE(D),12L KETO,0.191916,0.177414,15/15/15/3P11/3AW10/3WEM9/3ABY9/5RAJA6/2FOUR9/2ANTHeLIX5/2GOEY1INIA4/7N7/7GOLIASED/7L7/7E7 AEKLNOT/BCEINOU 153/241 0
17,13,1,7I BOUNCE,7I BOUNCE,0.771154,0.771154,15/15/15/3P11/3AW10/3WEM9/3ABY9/5RAJA5T/2FOUR8O/2ANTHeLIX4N/2GOEY1INIA3K/7N6E/7GOLIASED/7L7/7E7 BCEINOU/AEEILOS 241/189 0
18,0,0,8F TIK,8G KIT,0.536096,0.522801,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 IKPRSTT/AEEGLPT 0/0 0
18,1,1,I6 PEAG,I7 PEG,0.475425,0.451959,15/15/15/15/15/15/15/5TIK7/15/15/15/15/15/15/15 AEEGLPT/OOPQRST 0/14 0
18,2,0,G7 Q(I),G7 Q(I),0.586346,0.586346,15/15/15/15/15/8P6/8E6/5TIKA6/8G6/15/15/15/15/15/15 OOPQRST/AEILLNT 14/18 0
18,3,1,J2 TENAIL,9E LIN,0.458629,0.402382,15/15/15/15/15/8P6/6Q1E6/5TIKA6/8G6/15/15/15/15/15/15 AEILLNT/MOOPRST 18/35 0
18,4,0,3D PROMOT(E)S,3D PROMOT(E)S,0.674150,0.674150,15/9T5/9E5/9N5/9A5/8PI5/6Q1EL5/5TIKA6/8G6/15/15/15/15/15/15 MOOPRST/DILNRTY 35/36 0
18,5,1,H1 TR(O)Y,H1 TR(O)Y,0.264883,0.264883,15/9T5/3PROMOTES4/9N5/9A5/8PI5/6Q1EL5/5TIKA6/8G6/15/15/15/15/15/15 DILNRTY/AIOOSVW 36/101 0
18,6,0,5D AVOWS,2E OW,0.653940,0.643093,7T7/7R1T5/3PROMOTES4/7Y1N5/9A5/8PI5/6Q1EL5/5TIKA6/8G6/15/15/15/15/15/15 AIOOSVW/DDILNUW 101/69 0
18,7,1,K5 WUD,K5 WUD,0.256939,0.256939,7T7/7R1T5/3PROMOTES4/7Y1N5/3AVOWS1A5/8PI5/6Q1EL5/5TIKA6/8G6/15/15/15/15/15/15 DDILNUW/EIIMORT 69/131 0
18,8,0,2F ME(R)I(T),4B MOI,0.670014,0.667469,7T7/7R1T5/3PROMOTES4/7Y1N5/3AVOWS1AW4/8PIU4/6Q1ELD4/5TIKA6/8G6/15/15/15/15/15/15 EIIMORT/BDILNR? 131/102 0
18,9,1,10D BLINDeR,10D BLINDeR,0.455098,0.455098,7T7/5MERIT5/3PROMOTES4/7Y1N5/3AVOWS1AW4/8PIU4/6Q1ELD4/5TIKA6/8G6/15/15/15/15/15/15 BDILNR?/AFIORTU 102/160 0
18,10,0,4D OAF,4D OAF,0.534139,0.534139,7T7/5MERIT5/3PROMOTES4/7Y1N5/3AVOWS1AW4/8PIU4/6Q1ELD4/5TIKA6/8G6/3BLINDeR5/15/15/15/15/15 AFIORTU/AEEINSV 160/172 0
18,11,1,H10 (D)EVEIN,H10 (D)EVEIN,0.530380,0.530380,7T7/5MERIT5/3PROMOTES4/3OAF1Y1N5/3AVOWS1AW4/8PIU4/6Q1ELD4/5TIKA6/8G6/3BLINDeR5/15/15/15/15/15 AEEINSV/EIRRTTU 172/197 0
18,12,0,D7 TRI(B)UTER,D7 TRI(B)UTER,0.701700,0.701700,7T7/5MERIT5/3PROMOTES4/3OAF1Y1N5/3AVOWS1AW4/8PIU4/6Q1ELD4/5TIKA6/8G6/3BLINDeR5/7E7/7V7/7E7/7I7/7N7 EIRRTTU/AAEEHIS 197/214 0
19,0,0,8E AWOKE,8H AWOKE,0.498327,0.472633,15/15/15/15/15/15/15/15/15/15/15/15/15/15/15 AEEKOUW/HJLSTTX 0/0 0
19,1,1,G7 J(O)LT,G7 J(O)LT,0.425025,0.425025,15/15/15/15/15/15/15/4AWOKE6/15/15/15/15/15/15/15 HJLSTTX/AAEGUW? 0/24 0
19,2,0,H5 WEA(K),9G (L)AW,0.637077,0.600579,15/15/15/15/15/15/6J8/4AWOKE6/6L8/6T8/15/15/15/15/15 AAEGUW?/HNORSTX 24/20 0
19,3,1,J8 NOX,J8 NOX,0.531196,0.531196,15/15/15/15/7W7/7E7/6JA7/4AWOKE6/6L8/6T8/15/15/15/15/15 HNORSTX/AAEGUV? 20/44 0
19,4,0,E4 GUAV(A),K10 UVA,0.564283,0.540832,15/15/15/15/7W7/7E7/6JA7/4AWOKEN5/6L2O5/6T2X5/15/15/15/15/15 AAEGUV?/AHRSTTT 44/59 0
19,5,1,I6 TR(E)T,I6 TR(E)T,0.587924,0.587924,15/15/15/4G10/4U2W7/4A2E7/4V1JA7/4AWOKEN5/6L2O5/6T2X5/15/15/15/15/15 AHRSTTT/AEPPS?? 59/62 0
19,6,0,11A hAPPEnS,11D PAPS,0.698228,0.677719,15/15/15/4G10/4U2W7/4A2ET6/4V1JAR6/4AWOKEN5/6L1TO5/6T2X5/15/15/15/15/15 AEPPS??/AEHLSTY 62/81 0
19,7,1,A6 HEALT(h)Y,B10 H(A)YLE,0.385725,0.373999,15/15/15/4G10/4U2W7/4A2ET6/4V1JAR6/4AWOKEN5/6L1TO5/6T2X5/hAPPEnS8/15/15/15/15 AEHLSTY/ABCGLLN 81/142 0
19,8,0,B4 CLANG,B4 CLANG,0.581010,0.581010,15/15/15/4G10/4U2W7/H3A2ET6/E3V1JAR6/A3AWOKEN5/L5L1TO5/T5T2X5/hAPPEnS8/Y14/15/15/15 ABCGLLN/AEMRSYZ 142/129 0
19,9,1,F5 MY,F5 MY,0.545907,0.545907,15/15/15/1C2G10/1L2U2W7/HA2A2ET6/EN2V1JAR6/AG2AWOKEN5/L5L1TO5/T5T2X5/hAPPEnS8/Y14/15/15/15 AEMRSYZ/BILOQRS 129/164 0
19,10,0,9C QIS,9C QIS,0.585831,0.585831,15/15/15/1C2G10/1L2UM1W7/HA2AY1ET6/EN2V1JAR6/AG2AWOKEN5/L5L1TO5/T5T2X5/hAPPEnS8/Y14/15/15/15 BILOQRS/ADERSTZ 164/161 0
19,11,1,D1 ZEDA,D1 ZEDA,0.574838,0.574838,15/15/15/1C2G10/1L2UM1W7/HA2AY1ET6/EN2V1JAR6/AG2AWOKEN5/L1QIS1L1TO5/T5T2X5/hAPPEnS8/Y14/15/15/15 ADERSTZ/BEGLORR 161/196 0
19,12,0,1A GLO(Z)E,1A GLO(Z)E,0.526150,0.526150,3Z11/3E11/3D11/1C1AG10/1L2UM1W7/HA2AY1ET6/EN2V1JAR6/AG2AWOKEN5/L1QIS1L1TO5/T5T2X5/hAPPEnS8/Y14/15/15/15 BEGLORR/EIIIRST 196/215 0
